TS,PID,TYPE,FLAG,PATTERN,OPEN,CREATE,DELETE,ENCRYPT,FILENAME
18425622990824,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425625298936,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425627314878,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425627551516,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425627589894,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425628241996,7654,0,0,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/WebSt
18425629974079,7605,0,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425631548288,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425631676265,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425631723891,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425632070645,7605,0,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425634092760,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425634191421,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425634212606,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425634278394,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425634312564,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425635163761,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425635453020,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425636640614,7605,0,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425638393326,7605,0,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425638460074,7654,0,0,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/WebSt
18425638812384,7605,0,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425640469046,7605,0,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425643295580,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425643377566,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425643639018,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425643661188,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425643687464,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425643713296,7605,2,1,0,0,1,0,1,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Index
18425647361725,7654,0,0,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/WebSt
18425655333285,7654,0,0,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/WebSt
18425662150801,13937,0,1,0,0,1,0,1,/proc/14002/cmdline
18425662155329,7654,0,0,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/WebSt
18425665439957,13937,0,1,0,0,1,0,1,/proc/17714/cmdline
18425669899878,7654,0,0,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/WebSt
18425672686314,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425672811451,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425672853755,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425673229859,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425673307107,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425673342026,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425673374119,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425673406410,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425673722241,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425673805633,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425673833838,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425673860246,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425673889098,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425673916180,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425673945608,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425673974342,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425674006859,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425674035352,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425674065114,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425674385897,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425674445741,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425674478231,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425674505128,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425674540729,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425674588911,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425674661639,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425674699292,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425674743160,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425674777434,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425674813647,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425674851792,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425674897914,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
18425674953742,7620,2,1,0,0,0,0,0,/home/anthony/.config/BraveSoftware/Brave-Browser/Default/Servi
