TS,PID,TYPE,FLAG,PATTERN,OPEN,CREATE,DELETE,ENCRYPT,FILENAME
18417056020550,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/gfs2
18417056287067,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/fscache
18417056524476,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/jfs
18417056741552,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/fat
18417056953245,17737,0,0,0,0,0,0,0,malware/README.md
18417056985099,17737,0,0,0,0,0,0,0,malware/a0a87db436f4dd580f730d7cbe7df9aa7d94a243aab1e600f01cde5
18417056988537,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/exfat
18417057553942,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/freevxfs
18417057817440,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/ocfs2
18417058049343,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/ocfs2/dlm
18417058252695,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/ocfs2/cluster
18417058459190,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/ocfs2/dlmfs
18417058664013,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/erofs
18417058867943,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/dlm
18417059089397,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/hpfs
18417059314397,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/pstore
18417059544900,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/cifs
18417059547199,17737,0,0,0,0,0,0,0,malware/a0b36376ab6c54540d10e5d549049622096d121abec6f760e0452a5
18417059746964,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/configfs
18417059951227,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/qnx4
18417060173609,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/autofs
18417060373892,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/adfs
18417060571858,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/ufs
18417060741710,17737,0,0,0,0,0,0,0,malware/b57e5f0c857e807a03770feb4d3aa254d2c4c8c8d9e08687796be30
18417060804003,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/isofs
18417061161531,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/romfs
18417061618851,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/overlayfs
18417062116030,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/nls
18417062497312,17718,0,0,0,0,0,0,0,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/vboxsf
18417062916141,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/cachefiles
18417063199399,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/afs
18417063419062,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/nfs_common
18417063629120,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/befs
18417063832361,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/efs
18417064046504,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/nfs
18417064262195,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/nfs/flexfilelayout
18417064463261,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/nfs/filelayout
18417064664322,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/nfs/blocklayout
18417064868600,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/sysv
18417065088373,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/efivarfs
18417065290278,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/hfs
18417065492026,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/omfs
18417065695637,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/nfsd
18417065895855,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/ubifs
18417066115663,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/orangefs
18417066361096,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/quota
18417066590969,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/squashfs
18417066810428,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/udf
18417067034628,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/9p
18417067231412,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/nilfs2
18417067430241,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/ext4
18417067629666,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/jbd2
18417067829042,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/ecryptfs
18417068034522,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/coda
18417068235291,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/btrfs
18417068434894,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/reiserfs
18417068653358,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/ceph
18417068852648,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/minix
18417069051846,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/bfs
18417069254349,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/fuse
18417069455764,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/qnx6
18417069687418,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/lockd
18417069886006,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/zonefs
18417070101578,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/jffs2
18417070298205,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/hfsplus
18417070578278,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/affs
18417070791180,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/f2fs
18417070912041,17737,0,0,0,0,0,0,0,malware/b64acb7dcc968b9a3a4909e3fddc2e116408c50079bba7678e85fee
18417070995287,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/fs/xfs
18417071495024,17718,0,1,0,0,1,0,1,/usr/lib/modules/5.10.0-18-amd64/kernel/virt
